Terrain,Special,invisible,,,Terrain on top of the background (like the tower) is not drawn but the grass will still be drawn. Not a useful command for modding.
Terrain,Special,forest,,,The terrain counts as forest for the purposes of abilities like Forest Stealth.
Terrain,Special,mountain,,,The terrain counts as a mountain for the purposes of abilities like Mountain Move.
Terrain,Special,desert,,,The terrain counts as a desert for the purposes of abilities like Desert Move.
Terrain,Special,deepspawn,,,Hybrid fishermen can appear here.
Terrain,Special,melts,,,A hint to the AI that the terrain melts after the winter. Frozen lakes and rivers have this attribute. Not a useful command for modding.
Terrain,Special,nostart,,,Players cannot start in this type of terrain. Other squares can be overwritten by a start citadel from a player.
Terrain,Special,woodencitadel,,,Can be used as citadel by the Senator
Terrain,Special,forestcitadel,,,Can be used as citadel by the Troll King.
Terrain,Special,useable,,,There is a special power inherent to the terrain that can be activated by commander actions.
Terrain,Special,rare,,,The terrain is a rare special terrain. It is sometimes deployed at a random place in Elysium by the random map generator.
Terrain,Special,unqiue,,,This terrain is unique and can only be placed once by the random map generator.
Terrain,Special,mine,,,The terrain counts as a mine.
Terrain,Special,farsight,,,The terrain gives increased vision range when there are units present there. Watchtowers and some citadels have this attribute.
Terrain,Special,nosight,,,The terrain does not provide vision into adjacent squares when owned. Forests and swamps have this attribute.
Terrain,Special,temple,,,The terrain counts as a temple.
Terrain,Special,el,,,Terrain starts as converted to the worship of El.
Terrain,Special,settlement,,,Defines the terrain as a human settlement. Hamlets villages towns etc have this attribute.
Terrain,Special,voidret,,,The terrain is connected to the Void. Use for Pyramids and other such structures.
Terrain,Special,library1,,,Library level +1.
Terrain,Special,library2,,,Library level +2.
Terrain,Special,hoburg,,,All starting corpses here will be small size.
Terrain,Special,snowok,,,The terrain can appear in the northern portion of the map and can be snowy.
Terrain,Special,desertok,,,The terrain can appear in the southern portion of the map.
Terrain,Special,invseason,,,Seasons are reversed in this terrain.
Terrain,Special,spreadcold,,,The terrain square spreads cold around it turning nearby squares snowy.
Terrain,Special,tempimmune,,,The terrain will not be transformed into a wasteland when it gets too hot
Terrain,Special,ritrebate,<percent>,,All rituals cast on this location will be cheaper.
Terrain,Special,bonusrelics,<value>,,Get this number of extra relics from this location. By default the amount of relics is one less than the amount of sacrifices earned.
Terrain,Special,nosnowpen,,,No income penalty from snow.
Terrain,Special,farvis,,,Can be seen from far away.
Terrain,Special,seepast,,,Far horizon (like sea).
Terrain,Special,port,,,Ships can enter this terrain.
Terrain,Special,realport,,,Ships can be recruited here.
Terrain,Special,misty,,,Mist emanates from here.
Terrain,Special,anchored,,,Dimensionally anchored location.
Terrain,Special,hardfly,,,Difficult to fly here costs 2 AP.
Terrain,Special,nevercold,,,This square will never get cold.
Terrain,Special,ug,,,This is an underground terrain.
Terrain,Special,town1,,,One town point.
Terrain,Special,town2,,,Two town points.
Terrain,Special,cityname,,,This terrain should start with a random city name.
Terrain,Start,selectterr,<terrain nbr>,,Select the terrain to be modified. Select a low number to alter an existing terrain or select a number between 500 - 999 to create a new terrain.
